https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1628704800000,2021-08-11 18:00:00,SOL/USDT,42.93900000,43.17000000,42.47600000,42.85800000,65269.76600000,2793971.38374100,7133
1628701200000,2021-08-11 17:00:00,SOL/USDT,42.68100000,43.11700000,42.60400000,42.94700000,65368.36200000,2801878.69835600,5980
1628697600000,2021-08-11 16:00:00,SOL/USDT,42.58900000,42.87300000,42.33000000,42.67600000,83639.73400000,3565905.93396600,9354
1628694000000,2021-08-11 15:00:00,SOL/USDT,43.17000000,43.28400000,42.46100000,42.58900000,110724.53600000,4748250.51620800,12378
1628690400000,2021-08-11 14:00:00,SOL/USDT,43.05200000,43.41700000,43.00000000,43.18100000,144266.45600000,6240418.03988200,16031
1628686800000,2021-08-11 13:00:00,SOL/USDT,42.57700000,43.17100000,42.35400000,43.04900000,170150.50100000,7301344.42826100,17439
1628683200000,2021-08-11 12:00:00,SOL/USDT,42.53000000,42.59700000,42.19700000,42.56600000,69858.96900000,2962646.43198100,6333
1628679600000,2021-08-11 11:00:00,SOL/USDT,42.11400000,42.94000000,42.08900000,42.53400000,134361.58000000,5718095.45763400,11578
1628676000000,2021-08-11 10:00:00,SOL/USDT,42.30100000,42.65600000,41.90700000,42.11900000,86783.16500000,3667941.01297400,8677
1628672400000,2021-08-11 09:00:00,SOL/USDT,42.46900000,42.57000000,42.10100000,42.30100000,66585.97500000,2817255.96873300,6186
1628668800000,2021-08-11 08:00:00,SOL/USDT,42.52400000,42.69500000,41.93000000,42.47900000,87638.56600000,3704543.89466500,11176
1628665200000,2021-08-11 07:00:00,SOL/USDT,42.49400000,43.00000000,42.20000000,42.51800000,119667.64900000,5096744.87395500,14469
1628661600000,2021-08-11 06:00:00,SOL/USDT,42.20000000,42.94300000,42.10000000,42.49800000,142641.79200000,6063842.51785900,24037
1628658000000,2021-08-11 05:00:00,SOL/USDT,42.04300000,42.49800000,41.83900000,42.19600000,130286.52400000,5502397.56507500,21409
1628654400000,2021-08-11 04:00:00,SOL/USDT,41.77200000,42.06200000,41.40400000,42.03800000,119589.96800000,5011112.25217000,11281
1628650800000,2021-08-11 03:00:00,SOL/USDT,41.45100000,41.79200000,41.18100000,41.75800000,48929.72200000,2029678.20842500,5565
1628647200000,2021-08-11 02:00:00,SOL/USDT,41.74200000,41.94700000,41.27400000,41.45100000,76731.75800000,3196458.12938400,10336
1628643600000,2021-08-11 01:00:00,SOL/USDT,41.16900000,41.85300000,41.00000000,41.74300000,72862.38300000,3023586.74740400,8439
1628640000000,2021-08-11 00:00:00,SOL/USDT,40.63900000,41.88800000,40.60500000,41.18000000,177431.44200000,7351533.33255200,26726
1628636400000,2021-08-10 23:00:00,SOL/USDT,40.54000000,40.87500000,40.19100000,40.64000000,46333.22200000,1878672.99596900,6457
1628632800000,2021-08-10 22:00:00,SOL/USDT,41.09100000,41.37800000,40.49800000,40.53600000,71668.68400000,2939779.65243300,9859
1628629200000,2021-08-10 21:00:00,SOL/USDT,40.82900000,41.27300000,40.59100000,41.08400000,83568.45800000,3427086.95228400,15929
1628625600000,2021-08-10 20:00:00,SOL/USDT,40.63400000,40.84700000,40.45700000,40.83000000,54372.32800000,2210118.25649900,7175
1628622000000,2021-08-10 19:00:00,SOL/USDT,40.19000000,40.68900000,40.19000000,40.62700000,65783.55500000,2661587.87702600,7939
1628618400000,2021-08-10 18:00:00,SOL/USDT,39.93500000,40.24700000,39.72200000,40.17500000,98634.19300000,3951231.16822600,8364
1628614800000,2021-08-10 17:00:00,SOL/USDT,39.23900000,39.96900000,39.22600000,39.93500000,77065.28400000,3053369.69676300,8325
1628611200000,2021-08-10 16:00:00,SOL/USDT,40.12400000,40.33100000,39.04100000,39.22400000,209619.20500000,8291693.41228600,15680
1628607600000,2021-08-10 15:00:00,SOL/USDT,40.41000000,40.71400000,39.81400000,40.12800000,112516.65400000,4520461.83745700,11087
1628604000000,2021-08-10 14:00:00,SOL/USDT,40.88000000,41.23600000,40.17300000,40.39900000,133928.30300000,5455078.61078600,11854
1628600400000,2021-08-10 13:00:00,SOL/USDT,41.45000000,41.58100000,40.37500000,40.87900000,169404.87600000,6949511.83136000,17160
1628596800000,2021-08-10 12:00:00,SOL/USDT,40.78200000,41.67800000,40.59200000,41.46200000,206924.75400000,8534489.39132900,29652
1628593200000,2021-08-10 11:00:00,SOL/USDT,39.63400000,40.86900000,39.58000000,40.79500000,157877.56200000,6381719.41209200,19000
1628589600000,2021-08-10 10:00:00,SOL/USDT,40.20300000,40.53400000,39.61700000,39.62800000,118710.36500000,4758810.41822200,11541
1628586000000,2021-08-10 09:00:00,SOL/USDT,40.23100000,40.45000000,39.82200000,40.20200000,68145.34200000,2735143.62905200,7171
1628582400000,2021-08-10 08:00:00,SOL/USDT,39.98000000,40.44500000,39.97100000,40.22700000,92901.55200000,3736733.09251500,9844
1628578800000,2021-08-10 07:00:00,SOL/USDT,39.73500000,40.10000000,39.47600000,39.97600000,60980.36500000,2425068.68226000,5657
1628575200000,2021-08-10 06:00:00,SOL/USDT,39.66400000,39.90000000,39.20500000,39.73200000,85949.36100000,3398583.24843600,7605
1628571600000,2021-08-10 05:00:00,SOL/USDT,39.47100000,40.19900000,39.36400000,39.67300000,96876.27100000,3855006.49311800,8351
1628568000000,2021-08-10 04:00:00,SOL/USDT,39.81900000,40.31200000,39.45300000,39.45500000,60161.61800000,2396908.62469600,6941
1628564400000,2021-08-10 03:00:00,SOL/USDT,40.38500000,40.68300000,39.43400000,39.80200000,98926.71600000,3956612.35278800,13668
1628560800000,2021-08-10 02:00:00,SOL/USDT,39.01900000,40.64300000,38.91800000,40.37700000,307117.23400000,12255330.09687700,36770
1628557200000,2021-08-10 01:00:00,SOL/USDT,38.56300000,39.09600000,38.25700000,39.03100000,53817.75700000,2083535.77853800,4983
1628553600000,2021-08-10 00:00:00,SOL/USDT,38.64600000,39.02900000,38.18300000,38.56000000,71912.00600000,2775071.51288100,6468
1628550000000,2021-08-09 23:00:00,SOL/USDT,38.90000000,38.96500000,38.53000000,38.64600000,65454.70400000,2539044.68978500,5698
1628546400000,2021-08-09 22:00:00,SOL/USDT,38.31500000,38.91300000,37.98100000,38.90000000,90032.38900000,3454369.46105500,8538
1628542800000,2021-08-09 21:00:00,SOL/USDT,38.38300000,38.74300000,38.00600000,38.31300000,129026.84600000,4956513.59774000,12431
1628539200000,2021-08-09 20:00:00,SOL/USDT,39.25500000,39.47100000,38.36800000,38.38500000,172931.91600000,6738864.27720700,13203
1628535600000,2021-08-09 19:00:00,SOL/USDT,39.63800000,39.84700000,39.10000000,39.24600000,83299.74000000,3290453.47652200,7641
1628532000000,2021-08-09 18:00:00,SOL/USDT,39.58100000,39.82000000,39.36900000,39.63500000,55929.16900000,2216242.76734600,5846
1628528400000,2021-08-09 17:00:00,SOL/USDT,39.73200000,39.82000000,39.55100000,39.58100000,49666.83400000,1969837.52711000,4557
1628524800000,2021-08-09 16:00:00,SOL/USDT,39.86100000,39.99900000,39.55300000,39.73000000,72948.76300000,2899664.30484500,8483
1628521200000,2021-08-09 15:00:00,SOL/USDT,39.26700000,39.93000000,39.25100000,39.85700000,107376.53200000,4265126.04812600,12482
1628517600000,2021-08-09 14:00:00,SOL/USDT,39.10800000,39.73700000,39.08100000,39.25700000,104900.96100000,4142588.73007800,10320
1628514000000,2021-08-09 13:00:00,SOL/USDT,39.05800000,39.68500000,39.03400000,39.10000000,103102.49300000,4054813.58851300,12097
1628510400000,2021-08-09 12:00:00,SOL/USDT,39.28100000,39.30800000,38.70000000,39.05600000,65773.82900000,2563625.34727900,6088
1628506800000,2021-08-09 11:00:00,SOL/USDT,39.16000000,39.34200000,38.85000000,39.27200000,121103.94300000,4736957.68967900,9125
1628503200000,2021-08-09 10:00:00,SOL/USDT,38.99900000,39.22700000,38.62200000,39.15700000,146674.63400000,5721899.89590700,12161
1628499600000,2021-08-09 09:00:00,SOL/USDT,38.53000000,39.00000000,38.50900000,38.99900000,127719.16900000,4957299.14562400,12479
1628496000000,2021-08-09 08:00:00,SOL/USDT,37.77400000,38.64100000,37.71100000,38.50000000,135760.14100000,5191987.19847000,12629
1628492400000,2021-08-09 07:00:00,SOL/USDT,37.24500000,37.80400000,37.10000000,37.77400000,47683.52100000,1786373.61784500,4521
1628488800000,2021-08-09 06:00:00,SOL/USDT,37.46400000,37.53800000,36.94500000,37.23900000,41834.97200000,1555414.76810100,4064
1628485200000,2021-08-09 05:00:00,SOL/USDT,37.42000000,37.67000000,37.25200000,37.46100000,34070.28900000,1277325.86203500,3425
1628481600000,2021-08-09 04:00:00,SOL/USDT,37.29900000,37.61500000,36.99000000,37.43400000,48868.96100000,1825248.48224900,4615
1628478000000,2021-08-09 03:00:00,SOL/USDT,37.30900000,37.37100000,37.05200000,37.28800000,36083.94800000,1342935.20358400,3140
1628474400000,2021-08-09 02:00:00,SOL/USDT,36.81100000,37.36900000,36.73600000,37.31000000,64610.87300000,2400872.13298700,4412
1628470800000,2021-08-09 01:00:00,SOL/USDT,36.84400000,37.02300000,36.35100000,36.80200000,113010.71900000,4141813.31378900,7910
1628467200000,2021-08-09 00:00:00,SOL/USDT,37.65300000,37.89800000,36.77900000,36.84200000,110333.39500000,4098322.76102500,8193
1628463600000,2021-08-08 23:00:00,SOL/USDT,38.22200000,38.39500000,37.55100000,37.65000000,58799.49900000,2232090.63629900,5439
1628460000000,2021-08-08 22:00:00,SOL/USDT,38.03500000,38.44000000,37.98300000,38.24300000,57399.99800000,2195980.32289700,5387
1628456400000,2021-08-08 21:00:00,SOL/USDT,37.48300000,38.07500000,37.46600000,38.01300000,40152.91300000,1518377.62723700,3964
1628452800000,2021-08-08 20:00:00,SOL/USDT,37.41700000,37.77000000,37.09500000,37.48900000,53704.88500000,2011528.77116600,4739
1628449200000,2021-08-08 19:00:00,SOL/USDT,37.21500000,37.61300000,36.89600000,37.39100000,84718.43400000,3148522.43465400,7121
1628445600000,2021-08-08 18:00:00,SOL/USDT,37.28000000,37.36800000,37.07800000,37.21600000,82771.15300000,3079532.12825200,5715
1628442000000,2021-08-08 17:00:00,SOL/USDT,37.68100000,37.77300000,37.16100000,37.27100000,78434.50300000,2930472.81421300,6808
1628438400000,2021-08-08 16:00:00,SOL/USDT,37.72900000,37.89800000,37.47700000,37.68000000,83062.52100000,3133870.17785500,5571
1628434800000,2021-08-08 15:00:00,SOL/USDT,37.35200000,37.88700000,37.30100000,37.74000000,85587.90100000,3221889.59554100,7000
1628431200000,2021-08-08 14:00:00,SOL/USDT,38.65300000,38.70800000,37.33400000,37.33700000,178602.44400000,6767736.57507500,13491
1628427600000,2021-08-08 13:00:00,SOL/USDT,38.66400000,38.83800000,38.40300000,38.66700000,58826.14800000,2270653.99864500,4392
1628424000000,2021-08-08 12:00:00,SOL/USDT,38.20700000,38.79800000,38.13400000,38.65000000,96874.37600000,3727025.58162200,5840
1628420400000,2021-08-08 11:00:00,SOL/USDT,38.40000000,38.64200000,38.20700000,38.22100000,65287.27800000,2510101.00283300,4570
1628416800000,2021-08-08 10:00:00,SOL/USDT,38.78600000,38.94300000,38.25000000,38.40600000,77107.48800000,2966978.98004000,6088
1628413200000,2021-08-08 09:00:00,SOL/USDT,38.48600000,39.05100000,38.46600000,38.78000000,62788.95400000,2438975.10457700,5261
1628409600000,2021-08-08 08:00:00,SOL/USDT,38.76000000,39.35900000,38.43700000,38.50200000,106743.74200000,4151759.77485900,8436
1628406000000,2021-08-08 07:00:00,SOL/USDT,39.38900000,39.40000000,38.70400000,38.77800000,94159.91200000,3677693.91055000,10421
1628402400000,2021-08-08 06:00:00,SOL/USDT,38.77200000,39.40000000,38.54200000,39.38100000,134160.27300000,5233366.24307600,11787
1628398800000,2021-08-08 05:00:00,SOL/USDT,38.48400000,38.79200000,38.22000000,38.77600000,65374.31600000,2520066.84613300,5757
1628395200000,2021-08-08 04:00:00,SOL/USDT,38.72200000,38.86600000,38.35500000,38.48200000,54817.28400000,2115510.68036000,5652
1628391600000,2021-08-08 03:00:00,SOL/USDT,38.24900000,38.79700000,38.20500000,38.71100000,53751.54500000,2074730.34020800,5824
1628388000000,2021-08-08 02:00:00,SOL/USDT,38.29700000,38.40000000,37.95000000,38.25200000,70086.18400000,2676582.36421700,5293
1628384400000,2021-08-08 01:00:00,SOL/USDT,39.06100000,39.10000000,37.93300000,38.28500000,145688.52500000,5581314.38101800,11429
1628380800000,2021-08-08 00:00:00,SOL/USDT,39.45400000,39.54900000,38.88800000,39.07500000,141635.44700000,5560808.17179400,10098
1628377200000,2021-08-07 23:00:00,SOL/USDT,38.87300000,39.57900000,38.86200000,39.46900000,105353.58200000,4137856.96376200,9341
1628373600000,2021-08-07 22:00:00,SOL/USDT,38.68900000,39.15000000,38.67500000,38.87300000,58650.54500000,2281139.97151600,4514
1628370000000,2021-08-07 21:00:00,SOL/USDT,38.76100000,39.22500000,38.58400000,38.65500000,110414.13300000,4305187.41701100,8889
1628366400000,2021-08-07 20:00:00,SOL/USDT,38.59000000,38.87400000,38.50000000,38.75500000,54298.56800000,2103141.00259700,4667
1628362800000,2021-08-07 19:00:00,SOL/USDT,38.62300000,38.95000000,38.14800000,38.60300000,118652.99000000,4577812.10980000,7923
1628359200000,2021-08-07 18:00:00,SOL/USDT,38.03100000,38.77300000,37.80100000,38.63500000,124230.36200000,4768159.32797500,8639
1628355600000,2021-08-07 17:00:00,SOL/USDT,38.35800000,38.38900000,37.58000000,38.04900000,236188.20400000,8951605.59023600,13392
1628352000000,2021-08-07 16:00:00,SOL/USDT,38.48900000,38.56000000,37.50200000,38.35300000,422076.15500000,16078146.03163400,28430
1628348400000,2021-08-07 15:00:00,SOL/USDT,38.71300000,39.06800000,38.45300000,38.49500000,257300.11800000,9969750.81072700,16113
1628344800000,2021-08-07 14:00:00,SOL/USDT,38.82100000,39.05900000,38.70000000,38.71300000,204255.44500000,7944529.40515500,13300
1628341200000,2021-08-07 13:00:00,SOL/USDT,38.74100000,39.52400000,38.34500000,38.81700000,181934.84100000,7089720.80112800,17731
1628337600000,2021-08-07 12:00:00,SOL/USDT,40.02400000,40.32400000,38.33800000,38.74100000,366376.81700000,14510008.84433800,28810
1628334000000,2021-08-07 11:00:00,SOL/USDT,40.14600000,40.29700000,39.72900000,40.02600000,125408.30300000,5021404.19861600,9338
1628330400000,2021-08-07 10:00:00,SOL/USDT,40.12500000,40.50000000,39.88400000,40.14500000,157855.18000000,6348478.65016900,12004
1628326800000,2021-08-07 09:00:00,SOL/USDT,39.67700000,40.42100000,39.57900000,40.12500000,176512.29000000,7073126.94517900,18966
1628323200000,2021-08-07 08:00:00,SOL/USDT,39.45400000,39.71900000,39.21800000,39.67900000,102254.51600000,4033584.15127400,6278
1628319600000,2021-08-07 07:00:00,SOL/USDT,39.12500000,39.71500000,39.06900000,39.46100000,76167.80400000,3006960.34423200,6999
1628316000000,2021-08-07 06:00:00,SOL/USDT,39.59500000,39.60000000,38.83500000,39.12400000,110737.14900000,4340357.11877500,10977
1628312400000,2021-08-07 05:00:00,SOL/USDT,39.71300000,39.95700000,39.50000000,39.58300000,91076.60300000,3621386.74860100,6402
1628308800000,2021-08-07 04:00:00,SOL/USDT,40.07100000,40.10300000,39.50000000,39.72100000,127458.64400000,5066140.76538400,11521
1628305200000,2021-08-07 03:00:00,SOL/USDT,39.83000000,40.15000000,39.50000000,40.06500000,79938.58700000,3181599.90473200,9043
1628301600000,2021-08-07 02:00:00,SOL/USDT,39.81600000,39.86800000,39.48000000,39.83600000,66872.61000000,2655783.81514600,6963
1628298000000,2021-08-07 01:00:00,SOL/USDT,39.69800000,39.94700000,39.33300000,39.79900000,80323.87200000,3183898.24275400,7722
1628294400000,2021-08-07 00:00:00,SOL/USDT,39.50200000,39.69800000,38.75100000,39.69000000,127430.38300000,5000131.78035700,13296
1628290800000,2021-08-06 23:00:00,SOL/USDT,39.70200000,39.73500000,39.37500000,39.52500000,56294.12200000,2227153.21980800,4946
1628287200000,2021-08-06 22:00:00,SOL/USDT,38.98800000,39.72200000,38.98800000,39.70400000,53632.24600000,2110706.65740600,6303
1628283600000,2021-08-06 21:00:00,SOL/USDT,39.49900000,39.60000000,38.96500000,38.99200000,64668.15500000,2542572.08629200,7133
1628280000000,2021-08-06 20:00:00,SOL/USDT,39.87000000,39.98000000,39.34000000,39.49900000,104524.35100000,4134880.27229400,10633
1628276400000,2021-08-06 19:00:00,SOL/USDT,39.94600000,40.40000000,39.74500000,39.89200000,114217.29800000,4582722.85757100,10186
1628272800000,2021-08-06 18:00:00,SOL/USDT,39.93600000,40.10000000,39.70300000,39.95500000,131694.23300000,5253700.87016900,10809
1628269200000,2021-08-06 17:00:00,SOL/USDT,39.52500000,40.40000000,39.52300000,39.95000000,191808.15300000,7673196.06732200,21002
1628265600000,2021-08-06 16:00:00,SOL/USDT,39.68700000,40.16400000,39.33500000,39.51600000,541891.53000000,21553598.31193400,34676
1628262000000,2021-08-06 15:00:00,SOL/USDT,38.96000000,39.69800000,38.85800000,39.68700000,533378.64400000,20944612.91140900,35132
1628258400000,2021-08-06 14:00:00,SOL/USDT,37.90900000,39.00000000,37.72500000,38.95800000,565876.57100000,21722565.13924100,32039
1628254800000,2021-08-06 13:00:00,SOL/USDT,37.01300000,38.13400000,36.97100000,37.90900000,291863.32400000,11012068.31690400,26810
1628251200000,2021-08-06 12:00:00,SOL/USDT,36.94000000,37.37000000,36.71000000,37.01800000,113353.91900000,4206329.51371600,9656
1628247600000,2021-08-06 11:00:00,SOL/USDT,37.09000000,37.10000000,36.83700000,36.95300000,58999.46400000,2180730.98662000,4746
1628244000000,2021-08-06 10:00:00,SOL/USDT,36.93700000,37.18400000,36.77000000,37.08900000,70499.83200000,2606894.08479300,5901
1628240400000,2021-08-06 09:00:00,SOL/USDT,37.21100000,37.26900000,36.81000000,36.93700000,74868.19600000,2771849.85385400,6439
1628236800000,2021-08-06 08:00:00,SOL/USDT,37.00000000,37.25400000,36.81300000,37.20400000,94185.39500000,3493313.21781100,8960
1628233200000,2021-08-06 07:00:00,SOL/USDT,36.80300000,37.05700000,36.64000000,37.00000000,69201.25100000,2553468.88270500,7147
1628229600000,2021-08-06 06:00:00,SOL/USDT,36.35800000,36.83000000,36.33100000,36.79700000,121222.52500000,4438225.61631000,9257
1628226000000,2021-08-06 05:00:00,SOL/USDT,36.02600000,36.39900000,35.94000000,36.35800000,63795.18100000,2310060.49915000,5930
1628222400000,2021-08-06 04:00:00,SOL/USDT,35.92500000,36.07600000,35.61100000,36.02500000,101919.97400000,3651331.46885900,9703
1628218800000,2021-08-06 03:00:00,SOL/USDT,36.30900000,36.57100000,35.80000000,35.91600000,121543.88800000,4386902.06397300,12555
1628215200000,2021-08-06 02:00:00,SOL/USDT,36.56900000,36.59000000,36.08900000,36.30400000,99637.09300000,3615448.10725100,10007
1628211600000,2021-08-06 01:00:00,SOL/USDT,36.90100000,36.95500000,36.30400000,36.57400000,218898.12500000,8003985.03589000,14854
1628208000000,2021-08-06 00:00:00,SOL/USDT,37.35400000,37.50300000,36.82100000,36.89700000,93344.10400000,3470208.65383300,9976
1628204400000,2021-08-05 23:00:00,SOL/USDT,37.34400000,37.66700000,37.32700000,37.35300000,69382.78600000,2600421.15347500,5703
1628200800000,2021-08-05 22:00:00,SOL/USDT,37.46900000,37.60400000,37.16700000,37.33700000,59059.93800000,2207279.01978600,5680
1628197200000,2021-08-05 21:00:00,SOL/USDT,37.28300000,37.78500000,37.13000000,37.46900000,100635.58800000,3771596.39500500,14045
1628193600000,2021-08-05 20:00:00,SOL/USDT,36.92700000,37.37000000,36.83300000,37.28800000,87077.77600000,3231823.90339600,7910
1628190000000,2021-08-05 19:00:00,SOL/USDT,37.06400000,37.38200000,36.87800000,36.92600000,107625.46500000,3997328.19672100,10576
1628186400000,2021-08-05 18:00:00,SOL/USDT,37.15000000,37.17500000,36.72500000,37.06200000,99279.19300000,3670432.57823800,10352
1628182800000,2021-08-05 17:00:00,SOL/USDT,36.49700000,37.17900000,36.44800000,37.14900000,185288.99100000,6821910.71103400,13104
1628179200000,2021-08-05 16:00:00,SOL/USDT,36.70700000,36.98000000,36.05000000,36.50600000,157106.94100000,5735624.08332500,15576
1628175600000,2021-08-05 15:00:00,SOL/USDT,37.27800000,37.33700000,36.49700000,36.70200000,377657.93800000,13911756.59246400,25902
1628172000000,2021-08-05 14:00:00,SOL/USDT,37.45400000,38.26700000,37.09000000,37.28000000,472018.56700000,17736490.07752900,33139
1628168400000,2021-08-05 13:00:00,SOL/USDT,36.86100000,38.20000000,36.79200000,37.46100000,676992.67500000,25503339.99736800,54993
1628164800000,2021-08-05 12:00:00,SOL/USDT,36.83200000,37.10000000,35.97600000,36.84400000,196276.92400000,7181869.26693400,14760
1628161200000,2021-08-05 11:00:00,SOL/USDT,36.77200000,37.10000000,36.60300000,36.83300000,96977.65700000,3578223.09706100,7592
1628157600000,2021-08-05 10:00:00,SOL/USDT,36.32900000,37.20000000,36.20400000,36.77200000,172853.85800000,6357034.16055500,14378
1628154000000,2021-08-05 09:00:00,SOL/USDT,36.16300000,36.65900000,35.91900000,36.33900000,192640.76800000,6981379.08218900,15303
1628150400000,2021-08-05 08:00:00,SOL/USDT,36.60700000,36.99000000,36.06400000,36.16200000,141131.62600000,5163493.23119800,9747
1628146800000,2021-08-05 07:00:00,SOL/USDT,36.70700000,36.87300000,36.31300000,36.62900000,96453.10900000,3525969.18594300,8319
1628143200000,2021-08-05 06:00:00,SOL/USDT,36.88700000,36.88700000,36.34900000,36.71700000,90707.86600000,3318412.87236100,9765
1628139600000,2021-08-05 05:00:00,SOL/USDT,36.91900000,37.19600000,36.72300000,36.90000000,62688.44800000,2316773.04332200,6353
1628136000000,2021-08-05 04:00:00,SOL/USDT,37.23700000,37.44800000,36.77200000,36.93000000,120440.70900000,4470616.90260500,10884
1628132400000,2021-08-05 03:00:00,SOL/USDT,36.34100000,37.45300000,36.29200000,37.23200000,254298.86400000,9406515.40257000,29284
1628128800000,2021-08-05 02:00:00,SOL/USDT,36.03700000,36.45700000,35.93300000,36.33600000,74561.88700000,2704605.11797700,7885
1628125200000,2021-08-05 01:00:00,SOL/USDT,35.88800000,36.13500000,35.50000000,36.02200000,87716.65200000,3135311.42852900,6300
1628121600000,2021-08-05 00:00:00,SOL/USDT,35.75700000,36.29000000,35.61000000,35.88800000,80496.85700000,2896266.20212900,7234
1628118000000,2021-08-04 23:00:00,SOL/USDT,35.93400000,36.16700000,35.72100000,35.76000000,64868.24500000,2328337.24873100,5027
1628114400000,2021-08-04 22:00:00,SOL/USDT,36.35800000,36.65800000,35.73400000,35.93400000,119893.50700000,4350655.39016900,9634
1628110800000,2021-08-04 21:00:00,SOL/USDT,36.46700000,36.56300000,36.12400000,36.35500000,68953.07600000,2506450.52496100,6401
1628107200000,2021-08-04 20:00:00,SOL/USDT,36.25400000,36.49600000,36.18600000,36.46200000,81865.11300000,2978144.08287300,6598
1628103600000,2021-08-04 19:00:00,SOL/USDT,36.10900000,36.50000000,35.90200000,36.23300000,128033.53700000,4633287.74722000,13087
1628100000000,2021-08-04 18:00:00,SOL/USDT,35.49000000,36.26800000,35.46300000,36.11000000,125003.61400000,4494518.18281400,11044
1628096400000,2021-08-04 17:00:00,SOL/USDT,36.20300000,36.24800000,35.41100000,35.49400000,127275.18400000,4550357.68092300,10963
1628092800000,2021-08-04 16:00:00,SOL/USDT,35.37400000,36.29700000,35.35300000,36.21100000,187711.80500000,6720267.90058600,22228
1628089200000,2021-08-04 15:00:00,SOL/USDT,35.19900000,35.63900000,35.19900000,35.36300000,171818.67000000,6092429.35847400,14182
1628085600000,2021-08-04 14:00:00,SOL/USDT,35.07500000,35.34400000,34.74000000,35.19300000,125232.90900000,4391164.57222800,9755
1628082000000,2021-08-04 13:00:00,SOL/USDT,34.93400000,35.35800000,34.81500000,35.07700000,208083.94000000,7298520.40569500,17159
1628078400000,2021-08-04 12:00:00,SOL/USDT,34.34800000,35.06900000,34.32500000,34.93600000,288383.02600000,10017382.92435400,18680
1628074800000,2021-08-04 11:00:00,SOL/USDT,34.14000000,34.42300000,34.05000000,34.35300000,107771.93800000,3689712.84425600,7087
1628071200000,2021-08-04 10:00:00,SOL/USDT,33.67200000,34.13900000,33.42700000,34.13600000,103342.71200000,3493005.42451200,7477
1628067600000,2021-08-04 09:00:00,SOL/USDT,33.43700000,33.71600000,33.24200000,33.66100000,67550.75000000,2263230.64657500,5535
1628064000000,2021-08-04 08:00:00,SOL/USDT,33.70100000,33.80500000,33.23600000,33.44400000,99768.80900000,3342583.62531600,7849
1628060400000,2021-08-04 07:00:00,SOL/USDT,33.90900000,33.91300000,33.49300000,33.71400000,120867.26700000,4069501.22759000,8292
1628056800000,2021-08-04 06:00:00,SOL/USDT,33.85800000,34.23400000,33.76800000,33.90900000,59702.10000000,2027583.61926700,5559
1628053200000,2021-08-04 05:00:00,SOL/USDT,33.92100000,34.40000000,33.69900000,33.87600000,112673.09500000,3842123.89108200,8080
1628049600000,2021-08-04 04:00:00,SOL/USDT,33.73700000,34.12700000,33.60000000,33.92100000,80148.48600000,2712510.30893000,6232
1628046000000,2021-08-04 03:00:00,SOL/USDT,33.98100000,34.06500000,33.66600000,33.73800000,84005.80500000,2845202.74875900,6144
1628042400000,2021-08-04 02:00:00,SOL/USDT,34.25900000,34.43100000,33.89200000,33.96900000,69797.24700000,2380219.53114900,5189
1628038800000,2021-08-04 01:00:00,SOL/USDT,33.99900000,34.37600000,33.81200000,34.26600000,100530.28700000,3433065.77913700,6218
1628035200000,2021-08-04 00:00:00,SOL/USDT,34.09400000,34.18800000,33.49000000,33.97800000,144557.54700000,4880640.08516800,10031
1628031600000,2021-08-03 23:00:00,SOL/USDT,34.38700000,34.56100000,33.79900000,34.10500000,122631.15000000,4191560.53353900,9134
1628028000000,2021-08-03 22:00:00,SOL/USDT,34.55600000,34.75500000,34.27500000,34.39800000,117636.22900000,4060049.70410800,8169
1628024400000,2021-08-03 21:00:00,SOL/USDT,34.42400000,34.66500000,34.40000000,34.54200000,42761.98600000,1477453.81041200,3793
1628020800000,2021-08-03 20:00:00,SOL/USDT,34.65600000,34.74000000,34.11500000,34.42300000,82075.39000000,2822094.49911400,7679
1628017200000,2021-08-03 19:00:00,SOL/USDT,34.74500000,34.96100000,34.54000000,34.65700000,57372.94000000,1995717.93506700,5146
1628013600000,2021-08-03 18:00:00,SOL/USDT,34.70700000,34.96600000,34.43100000,34.73200000,134077.66100000,4645581.85871800,9237
1628010000000,2021-08-03 17:00:00,SOL/USDT,35.02100000,35.51300000,34.66600000,34.70000000,173675.50100000,6103220.08710900,14038
1628006400000,2021-08-03 16:00:00,SOL/USDT,34.92000000,35.12300000,34.39000000,35.01100000,122203.21100000,4251765.40675600,9415
1628002800000,2021-08-03 15:00:00,SOL/USDT,34.57800000,35.04900000,34.17800000,34.92000000,202148.57200000,6997922.55086100,13193
1627999200000,2021-08-03 14:00:00,SOL/USDT,35.00800000,35.24500000,34.40700000,34.60400000,178030.13800000,6220769.80687300,11850
1627995600000,2021-08-03 13:00:00,SOL/USDT,35.53100000,35.74500000,34.71100000,35.00300000,310099.57500000,10911160.47610200,18192
1627992000000,2021-08-03 12:00:00,SOL/USDT,34.37100000,35.90000000,33.68700000,35.53000000,538430.14600000,18796113.89618900,44716
1627988400000,2021-08-03 11:00:00,SOL/USDT,33.79500000,34.62100000,33.70100000,34.37000000,332885.15600000,11356178.77994700,19479
1627984800000,2021-08-03 10:00:00,SOL/USDT,33.48500000,34.03200000,33.40000000,33.78400000,129095.43700000,4355960.21241200,10127
1627981200000,2021-08-03 09:00:00,SOL/USDT,33.19700000,33.50000000,33.02300000,33.47300000,56621.30500000,1882464.95579700,5050
